id,genres,original_title,popularity,tagline,original_language,production_countries
204,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",A Walk in the Clouds,9.715639,A man in search. A woman in need. A story of fate.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
205,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",Waterworld,16.885184,Beyond the horizon lies the secret to a new beginning.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
206,"[{'id': 18, 'name': 'Drama'}]",White Man's Burden,1.8340990000000001,Reality Just Switched Sides,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
207,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",Wild Bill,8.922139,The Name Is Legendary. The Man Is Real.,en,[]
208,"[{'id': 18, 'name': 'Drama'}]",The Browning Version,3.727644,The greatest lessons in the life and the ones learned by heart.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
209,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",Bushwhacked,3.287036,"They wanted a great adventure. What they got was ""Mad Max"" Grabelski.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
210,"[{'id': 18, 'name': 'Drama'}]",Утомлённые солнцем,2.4860729999999998,A moving and poignant story set against the corrupt politics of the Stalinist era.,ru,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]"
211,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",Before the Rain,3.5256489999999996,Once You Know The Faces You Will Begin To Understand The Story,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'MK', 'name': 'Macedonia'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
212,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Before Sunrise,11.304979,Can the greatest romance of your life last only one night?,en,"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
213,"[{'id': 35, 'name': 'Comedy'}]",Billy Madison,6.638116,Billy is going back to school... Way back.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
214,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Babysitter,2.761837,Something about her captures the imagination.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
215,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Boys on the Side,3.030309,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
216,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",The Cure,2.686342,The best cure for a disease is friendship,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
217,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",Castle Freak,2.2697700000000003,Hideous... hungry... and loose!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
218,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",Circle of Friends,2.605521,,en,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
219,"[{'id': 35, 'name': 'Comedy'}]",Clerks,10.513367,Just because they serve you doesn't mean they like you.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
220,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Don Juan DeMarco,7.438934,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
221,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Disclosure,11.812244,Sex Is Power.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
222,"[{'id': 53, 'name': 'Thriller'}]",Dream Man,0.155859,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]"
223,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",Drop Zone,9.579155,Taking crime to new heights,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
224,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",Destiny Turns on the Radio,0.710671,Fate visits in ways you never expect,it,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
225,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",Death and the Maiden,5.484156,Prepare yourself for the moment of truth.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
226,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Dolores Claiborne,5.8025,"Sometimes, an accident can be an unhappy woman's best friend.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
227,"[{'id': 35, 'name': 'Comedy'}]",Dumb and Dumber,9.844558000000001,"What the one doesn't have, the other is missing.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
228,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",飲食男女,4.860016000000001,,zh,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
229,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Exotica,5.378467,"In a world of temptation, obsession is the deadliest desire.",en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
230,"[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",Exit to Eden,4.322726,"To crack this case, these two cops will have to flash more than their badges.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
231,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Ed Wood,11.720358000000001,"When it came to making bad movies, Ed Wood was the best.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
232,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",French Kiss,9.146544,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
233,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Forget Paris,16.236745000000003,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
234,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Far from Home: The Adventures of Yellow Dog,2.657337,Partners in survival. Friends for life.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
235,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",A Goofy Movie,10.177977,It's the story of a father who couldn't be closer...to driving his son crazy.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
236,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Hideaway,8.182165,He was bought back from the dead... but he didn't come back alone.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
237,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Fluke,4.953936,Unleash your imagination... and come along on a magical journey. Follow him home.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
238,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",Farinelli,8.935058,Où s'arrête le pouvoir de sa voix?,fr,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
239,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",Gordy,0.398924,The talking pig who made it big!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
240,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",Gumby: The Movie,0.090452,The original green hero!,en,[]
241,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",The Glass Shield,1.012197,In a world filled with violence... his only weapon is the truth!,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]"
242,"[{'id': 99, 'name': 'Documentary'}]",Hoop Dreams,9.47666,An Extraordinary True Story.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
243,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",Heavenly Creatures,9.438042,From a secret world no one could see... came a crime no one could believe.,en,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]"
244,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Houseguest,2.688562,,en,[]
245,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",Immortal Beloved,7.983666,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
246,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",Heavyweights,9.546707000000001,They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
247,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",The Hunted,2.756986,He's trapped in a world where killing is an art and revenge is an obsession,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
248,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",I.Q.,5.146351999999999,Think Love.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
249,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",Interview with the Vampire,11.970205,Drink from me and live forever,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
250,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Jefferson in Paris,1.596058,A powerful man torn between his love for one woman and his secret desire for another.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
251,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",The Jerky Boys,0.748846,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
252,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",Junior,6.710215,Nothing is inconceivable,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
253,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",Just Cause,9.195256,Buried deep in the Florida Everglades is a secret that can save an innocent man or let a killer kill again.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
254,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",A Kid in King Arthur's Court,5.874511,Joust Do It.,en,[]
255,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Kiss of Death,7.797511999999999,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
256,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Star Wars,42.149696999999996,"A long time ago in a galaxy far, far away...",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
257,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Little Women,9.774994,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
258,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",A Little Princess,7.731725,Every girl everywhere is a princess.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
259,"[{'id': 18, 'name': 'Drama'}]",Ladybird Ladybird,0.8450799999999999,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
260,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",L'Enfer,1.9483150000000002,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}]"
261,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Como agua para chocolate,4.126083,"In Tita's kitchen, ordinary spices become a recipe for passion.",es,"[{'iso_3166_1': 'MX', 'name': 'Mexico'}]"
262,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",Legends of the Fall,12.199047,After the Fall from Innocence the Legend begins.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
263,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Major Payne,9.253362,He's looking for a few good men... or a few guys old enough to shave.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
264,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",Little Odessa,1.8612919999999997,Brothers in blood. Partners in crime.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
265,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Mi Vida Loca,1.788829,Mothers. Warriors. Sisters. Survivors.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
266,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Love Affair,3.290192,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
267,"[{'id': 18, 'name': 'Drama'}]",Losing Isaiah,7.698525999999999,Who decides what makes a mother?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
268,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",The Madness of King George,4.81307,,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
269,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",Frankenstein,14.287753,Be Warned.  It's Alive,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
270,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",Man of the House,2.558118,Jack wants to marry Ben's mother. But there are strings attached.,en,[]
271,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Mixed Nuts,2.899608,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
272,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Milk Money,3.770115,You can't get enough of a good thing... But first you have to find it.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
273,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Miracle on 34th Street,5.831622,"If you really believe, anything can happen.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
274,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Miami Rhapsody,1.1372659999999999,Love is great. Marriage is a completely different affair.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
275,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",My Family,3.1212880000000003,Three generations of dreams.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
276,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Murder in the First,9.518564,The trial that brought down Alcatraz,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
277,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Nobody's Fool,2.891269,In a town where nothing ever happens... everything is about to happen to Sully.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
278,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Nell,5.930957,Her heart. Her soul. Her language are a mystery...A mystery called Nell,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
279,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",New Jersey Drive,0.629955,The Only Thing That Matters Is The Ride,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
280,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",New York Cop,0.004536999999999999,The toughest city in the world deserves the toughest cop.,en,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
281,"[{'id': 27, 'name': 'Horror'}]",Beyond Bedlam,0.42695200000000005,Psychological Terror Beyond Your Wildest Nightmares,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
282,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Nemesis 2 - Nebula,1.466491,The Future Just Got Darker,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
283,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Nina Takes a Lover,0.769522,Sometimes you have to break your vow to keep your promise.,en,[]
284,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",Natural Born Killers,11.226856,The Media Made Them Superstars.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
285,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Only You,4.936761,A love story written in the stars.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
286,"[{'id': 18, 'name': 'Drama'}]",Once Were Warriors,4.025276,"A family in crisis, a life in chaos... Nothing is more powerful than a mother's love.",en,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]"
287,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Poison Ivy II: Lily,6.448039,Passion. Seduction. Betrayal. Lily wanted to be just like Ivy.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
288,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Outbreak,13.676444,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
289,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Léon,20.477329,"If you want a job done well, hire a professional.",fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
290,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",The Perez Family,1.4335440000000002,"On the way to finding a family, she found love.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
291,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",A Pyromaniac's Love Story,0.46330699999999997,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
292,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Pulp Fiction,140.95023600000002,Just because you are a character doesn't mean you have character.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
293,"[{'id': 18, 'name': 'Drama'}]",Panther,7.1601490000000005,The People Called Them Heroes. The F.B.I. Called Them Public Enemy Number One.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
294,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Pushing Hands,1.638622,,zh,"[{'iso_3166_1': 'TW', 'name': 'Taiwan'}]"
295,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Priest,1.881932,"In a world of rituals, in a place of secrets, a man must choose between keeping the faith and exposing the truth.",en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
296,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",Quiz Show,7.772505000000001,Fifty million people watched but no one saw a thing.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
297,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Picture Bride,1.296912,,en,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
298,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",La Reine Margot,4.405405,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]"
299,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",The Quick and the Dead,7.54701,Think you are quick enough?,en,"[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
300,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Roommates,3.395867,,sv,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
301,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",Prêt-à-Porter,6.2594330000000005,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear.",en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
302,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",Trois couleurs : Rouge,7.832755000000001,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PL', 'name': 'Poland'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]"
303,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",Trois couleurs : Bleu,8.843517,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]"
304,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",Trois couleurs : Blanc,6.5898,,fr,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]"
305,"[{'id': 18, 'name': 'Drama'}]",Pao Da Shuang Deng,0.07825700000000001,,zh,"[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]"
306,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]",Rent-a-Kid,1.155255,,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
307,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",Relative Fear,0.499601,Trusting your children can be deadly.,en,"[{'iso_3166_1': 'CA', 'name': 'Canada'}]"
308,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Stuart Saves His Family,1.390885,,en,"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
309,"[{'id': 16, 'name': 'Animation'}]",The Swan Princess,8.910461999999999,An enchanting classic destined to capture your heart and free your spirit.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
310,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",The Secret of Roan Inish,1.7504810000000002,Between land and sea there is a place where myths are real.,en,"[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
311,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",The Specialist,10.388183,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,en,"[{'iso_3166_1': 'PE', 'name': 'Peru'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
312,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",Stargate,13.328923999999999,It will take you a million light years from home. But will it bring you back?,en,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]"
313,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",The Santa Clause,9.665424,What if your dad was Santa Claus?,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
314,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",The Shawshank Redemption,51.645403,Fear can hold you prisoner. Hope can set you free.,en,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]"
315,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Shallow Grave,8.223025999999999,The award winning thriller that'll bury you with laughs.,en,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]"
